Freq.	V(n007)/10	V(n009)/10	V(n011)/10	V(n019)/10	V(n020)/10	V(n024)/10
3.46736850452530e+002	(-1.76008557631536e+001dB,3.62705310253938e+001°)	(-1.34079394741509e+001dB,5.41746382774789e+001°)	(-2.09950237052222e+001dB,-1.11787744556152e+001°)	(-1.40779833476739e+001dB,5.71895186765688e+001°)	(-1.79552428985273e+001dB,3.87152462120082e+001°)	(-2.10094590721361e+001dB,-8.80621655479866e+000°)
3.54813389233574e+002	(-1.74988974070893e+001dB,3.66724384899554e+001°)	(-1.32497953009965e+001dB,5.44165864474963e+001°)	(-2.10027422941110e+001dB,-1.14334377413444e+001°)	(-1.39184584257593e+001dB,5.73998413377247e+001°)	(-1.78527353502416e+001dB,3.90693093958944e+001°)	(-2.10168262593237e+001dB,-9.11442684850042e+000°)
3.63078054770100e+002	(-1.73950125784911e+001dB,3.70672793829776e+001°)	(-1.30907153144792e+001dB,5.46455605741378e+001°)	(-2.10108099757696e+001dB,-1.16935356872686e+001°)	(-1.37579631269884e+001dB,5.75986402181909e+001°)	(-1.77483051492670e+001dB,3.94175436882270e+001°)	(-2.10245572497825e+001dB,-9.42684917488415e+000°)
3.71535229097171e+002	(-1.72892288539029e+001dB,3.74546212311102e+001°)	(-1.29307536856518e+001dB,5.48614398083162e+001°)	(-2.10192418460686e+001dB,-1.19591635630799e+001°)	(-1.35965491452549e+001dB,5.77857703645832e+001°)	(-1.76419788378608e+001dB,3.97594903673407e+001°)	(-2.10326664348410e+001dB,-9.74360627949186e+000°)
3.80189396320559e+002	(-1.71815766739055e+001dB,3.78340365280256e+001°)	(-1.27699646762408e+001dB,5.50641121616758e+001°)	(-2.10280535899421e+001dB,-1.22304167808962e+001°)	(-1.34342682327158e+001dB,5.79610959014038e+001°)	(-1.75337858385430e+001dB,4.00946961852974e+001°)	(-2.10411688248609e+001dB,-1.00648204467629e+001°)
3.89045144994279e+002	(-1.70720892996188e+001dB,3.82051036685529e+001°)	(-1.26084026068665e+001dB,5.52534742413119e+001°)	(-2.10372614985194e+001dB,-1.25073907757797e+001°)	(-1.32711721666243e+001dB,5.81244897260716e+001°)	(-1.74237584093466e+001dB,4.04227142837149e+001°)	(-2.10500800650100e+001dB,-1.03906133935067e+001°)
3.98107170553495e+002	(-1.69608027607932e+001dB,3.85674078550613e+001°)	(-1.24461218299258e+001dB,5.54294309880080e+001°)	(-2.10468824861980e+001dB,-1.27901808773288e+001°)	(-1.31073127210560e+001dB,5.82758332063927e+001°)	(-1.73119315907539e+001dB,4.07431050817904e+001°)	(-2.10594164510381e+001dB,-1.07211061532518e+001°)
4.07380277804111e+002	(-1.68477557960099e+001dB,3.89205419722083e+001°)	(-1.22831767069463e+001dB,5.55918954206082e+001°)	(-2.10569341075934e+001dB,-1.30788821719694e+001°)	(-1.29427416433540e+001dB,5.84150158830881e+001°)	(-1.71983431448413e+001dB,4.10554371326363e+001°)	(-2.10691949449901e+001dB,-1.10564189510997e+001°)
4.16869383470333e+002	(-1.67329897855602e+001dB,3.92641074266210e+001°)	(-1.21196215901924e+001dB,5.57407883889706e+001°)	(-2.10674345742946e+001dB,-1.33735893555777e+001°)	(-1.27775106350918e+001dB,5.85419351798268e+001°)	(-1.70830334872045e+001dB,4.13592879445000e+001°)	(-2.10794331907810e+001dB,-1.13966710687127e+001°)
4.26579518801591e+002	(-1.66165486776109e+001dB,3.95977149485562e+001°)	(-1.19555108082814e+001dB,5.58760383377725e+001°)	(-2.10784027713455e+001dB,-1.36743965760752e+001°)	(-1.26116713373333e+001dB,5.86564961230518e+001°)	(-1.69660456122738e+001dB,4.16542447639199e+001°)	(-2.10901495295534e+001dB,-1.17419806990777e+001°)
4.36515832240164e+002	(-1.64984789082954e+001dB,3.99209853530884e+001°)	(-1.17908986555475e+001dB,5.59975810832578e+001°)	(-2.10898582733680e+001dB,-1.39813972656462e+001°)	(-1.24452753199461e+001dB,5.87586110737123e+001°)	(-1.68474250126630e+001dB,4.19399053183721e+001°)	(-2.11013630147288e+001dB,-1.20924647906969e+001°)
4.46683592150961e+002	(-1.63788293163857e+001dB,4.02335502588833e+001°)	(-1.16258393848713e+001dB,5.61053596048381e+001°)	(-2.11018213602331e+001dB,-1.42946839622466e+001°)	(-1.22783740747116e+001dB,5.88481994728485e+001°)	(-1.67272195932088e+001dB,4.22158785164765e+001°)	(-2.11130934266591e+001dB,-1.24482388808718e+001°)
4.57088189614873e+002	(-1.62576510532154e+001dB,4.05350527631289e+001°)	(-1.14603872036802e+001dB,5.61993238532731e+001°)	(-2.11143130321791e+001dB,-1.46143481200872e+001°)	(-1.21110190119575e+001dB,5.89251876028031e+001°)	(-1.66054795803750e+001dB,4.24817851043465e+001°)	(-2.11253612867745e+001dB,-1.28094169177678e+001°)
4.67735141287196e+002	(-1.61349974885170e+001dB,4.08251480717051e+001°)	(-1.12945962728072e+001dB,5.62794305769774e+001°)	(-2.11273550242694e+001dB,-1.49404799088047e+001°)	(-1.19432614604273e+001dB,5.89895083656684e+001°)	(-1.64822574276898e+001dB,4.27372582771801e+001°)	(-2.11381878711190e+001dB,-1.31761110709686e+001°)
4.78630092322636e+002	(-1.60109241128355e+001dB,4.11035040841661e+001°)	(-1.11285207078887e+001dB,5.63456431678157e+001°)	(-2.11409698200716e+001dB,-1.52731680010570e+001°)	(-1.17751526700899e+001dB,5.90411010804065e+001°)	(-1.63576077178791e+001dB,4.29819442456833e+001°)	(-2.11515952231534e+001dB,-1.35484315302617e+001°)
4.89778819368444e+002	(-1.58854884371548e+001dB,4.13698019335820e+001°)	(-1.09622145829672e+001dB,5.63979315275708e+001°)	(-2.11551806644343e+001dB,-1.56124993483175e+001°)	(-1.16067438175849e+001dB,5.90799112999225e+001°)	(-1.62315870623399e+001dB,4.32155027573986e+001°)	(-2.11656061657009e+001dB,-1.39264862924261e+001°)
5.01187233627270e+002	(-1.57587498903521e+001dB,4.16237364817311e+001°)	(-1.07957319359617e+001dB,5.64362719560882e+001°)	(-2.11700115752274e+001dB,-1.59585589446820e+001°)	(-1.14380860139894e+001dB,5.91058906492054e+001°)	(-1.61042539985709e+001dB,4.34376075734524e+001°)	(-2.11802443118988e+001dB,-1.43103809358390e+001°)
5.12861383991362e+002	(-1.56307697150605e+001dB,4.18650167705418e+001°)	(-1.06291267756578e+001dB,5.64606470619253e+001°)	(-2.11854873539039e+001dB,-1.63114295785485e+001°)	(-1.12692303145890e+001dB,5.91189966854964e+001°)	(-1.59756688861461e+001dB,4.36479469016566e+001°)	(-2.11955340750153e+001dB,-1.47002183827596e+001°)
5.24807460249770e+002	(-1.55016108624787e+001dB,4.20933664310559e+001°)	(-1.04624530898666e+001dB,5.64710456961563e+001°)	(-2.12016335947334e+001dB,-1.66711915720834e+001°)	(-1.11002277303273e+001dB,5.91191927812884e+001°)	(-1.58458938017730e+001dB,4.38462237872677e+001°)	(-2.12115006769764e+001dB,-1.50960986492057e+001°)
5.37031796370250e+002	(-1.53713378866215e+001dB,4.23085240515088e+001°)	(-1.02957648543980e+001dB,5.64674629098109e+001°)	(-2.12184766925479e+001dB,-1.70379225084486e+001°)	(-1.09311292406086e+001dB,5.91064480308111e+001°)	(-1.57149924339374e+001dB,4.40321564630412e+001°)	(-2.12281701554469e+001dB,-1.54981185823962e+001°)
5.49540873857622e+002	(-1.52400168384573e+001dB,4.25102435064005e+001°)	(-1.01291160424899e+001dB,5.64498999352513e+001°)	(-2.12360438488349e+001dB,-1.74116969468317e+001°)	(-1.07619858071205e+001dB,5.90807371805045e+001°)	(-1.55830299775794e+001dB,4.42054786605033e+001°)	(-2.12455693692943e+001dB,-1.59063715858007e+001°)
5.62341325190346e+002	(-1.51077151603193e+001dB,4.26982942486632e+001°)	(-9.96256063433408e+000dB,5.64183641916193e+001°)	(-2.12543630760010e+001dB,-1.77925861253967e+001°)	(-1.05928483883467e+001dB,5.90420405838391e+001°)	(-1.54500730291971e+001dB,4.43659398845932e+001°)	(-2.12637260022628e+001dB,-1.63209473319157e+001°)
5.75439937337154e+002	(-1.49745015809262e+001dB,4.28724615672045e+001°)	(-9.79615262633991e+000dB,5.63728693143145e+001°)	(-2.12734631996262e+001dB,-1.81806576523589e+001°)	(-1.04237679544335e+001dB,5.89903441806945e+001°)	(-1.53161894827136e+001dB,4.45133056540159e+001°)	(-2.12826685646721e+001dB,-1.67419314629672e+001°)
5.88843655355586e+002	(-1.48404460112865e+001dB,4.30325468122365e+001°)	(-9.62994603977667e+000dB,5.63134352082916e+001°)	(-2.12933738585204e+001dB,-1.85759751854756e+001°)	(-1.02547955020775e+001dB,5.89256395013639e+001°)	(-1.51814484263872e+001dB,4.46473577097769e+001°)	(-2.13024263929542e+001dB,-1.71694052798334e+001°)
6.02559586074355e+002	(-1.47056194417048e+001dB,4.31783675908694e+001°)	(-9.46399492843796e+000dB,5.62400881247926e+001°)	(-2.13141255023873e+001dB,-1.89785981003518e+001°)	(-1.00859820690980e+001dB,5.88479236951085e+001°)	(-1.50459200409842e+001dB,4.47678941944464e+001°)	(-2.13230296468311e+001dB,-1.76034454195825e+001°)
6.16595001861479e+002	(-1.45700938400473e+001dB,4.33097579354778e+001°)	(-9.29835338497464e+000dB,5.61528607609555e+001°)	(-2.13357493868965e+001dB,-1.93885811480622e+001°)	(-9.91737874836216e+000dB,5.87571995830402e+001°)	(-1.49096754993759e+001dB,4.48747298047384e+001°)	(-2.13445093039340e+001dB,-1.80441235221282e+001°)
6.30957344480190e+002	(-1.44339420513698e+001dB,4.34265684473183e+001°)	(-9.13307554554732e+000dB,5.60517923815681e+001°)	(-2.13582775659611e+001dB,-1.98059741027158e+001°)	(-9.74903670072957e+000dB,5.86534757349676e+001°)	(-1.47727868676630e+001dB,4.49676959199607e+001°)	(-2.13668971516590e+001dB,-1.84915058866259e+001°)
6.45654229034652e+002	(-1.42972376989562e+001dB,4.35286664178070e+001°)	(-8.96821559245473e+000dB,5.59369289620565e+001°)	(-2.13817428810156e+001dB,-2.02308213997109e+001°)	(-9.58100716668611e+000dB,5.85367665696920e+001°)	(-1.46353270078767e+001dB,4.50466407088353e+001°)	(-2.13902257760550e+001dB,-1.89456531183554e+001°)
6.60693448007592e+002	(-1.41600550867624e+001dB,4.36159359297501e+001°)	(-8.80382775440222e+000dB,5.58083233516228e+001°)	(-2.14061789470854e+001dB,-2.06631617655665e+001°)	(-9.41334147634031e+000dB,5.84070924780909e+001°)	(-1.44973694822510e+001dB,4.51114292170718e+001°)	(-2.14145285475318e+001dB,-1.94066197669750e+001°)
6.76082975391978e+002	(-1.40224691032148e+001dB,4.36882779406633e+001°)	(-8.63996630408274e+000dB,5.56660354552653e+001°)	(-2.14316201354438e+001dB,-2.11030278403564e+001°)	(-9.24609105745887e+000dB,5.82644799681764e+001°)	(-1.43589884590146e+001dB,4.51619434379303e+001°)	(-2.14398396031858e+001dB,-1.98744539571691e+001°)
6.91830970918933e+002	(-1.38845551262678e+001dB,4.37456103501247e+001°)	(-8.47668555275378e+000dB,5.55101324332333e+001°)	(-2.14581015526508e+001dB,-2.15504457939231e+001°)	(-9.07930744122325e+000dB,5.81089618311605e+001°)	(-1.42202586196024e+001dB,4.51980823678181e+001°)	(-2.14661938255335e+001dB,-2.03491970128661e+001°)
7.07945784384134e+002	(-1.37463889295857e+001dB,4.37878680528787e+001°)	(-8.31403984150598e+000dB,5.53406889162879e+001°)	(-2.14856590157756e+001dB,-2.20054349372039e+001°)	(-8.91304226539535e+000dB,5.79405773274027e+001°)	(-1.40812550671505e+001dB,4.52197620487479e+001°)	(-2.14936268174571e+001dB,-2.08308830763526e+001°)
7.24435960074986e+002	(-1.36080465896831e+001dB,4.38150029791560e+001°)	(-8.15208352893379e+000dB,5.51577872349569e+001°)	(-2.15143290236088e+001dB,-2.24680073301623e+001°)	(-8.74734727458794e+000dB,5.77593723909534e+001°)	(-1.39420532360990e+001dB,4.52269155992312e+001°)	(-2.15221748731637e+001dB,-2.13195387237784e+001°)
7.41310241300914e+002	(-1.34696043938268e+001dB,4.38269841233970e+001°)	(-7.99087097493527e+000dB,5.49615176607904e+001°)	(-2.15441487236829e+001dB,-2.29381673879832e+001°)	(-8.58227431734456e+000dB,5.75653998512442e+001°)	(-1.38027288027025e+001dB,4.52194932349082e+001°)	(-2.15518749449784e+001dB,-2.18151825787031e+001°)
7.58577575029180e+002	(-1.33311387484847e+001dB,4.38237975622687e+001°)	(-7.83045652038761e+000dB,5.47519786574417e+001°)	(-2.15751558749286e+001dB,-2.34159114873578e+001°)	(-8.41787533974430e+000dB,5.73587196703113e+001°)	(-1.36633575962206e+001dB,4.51974622799197e+001°)	(-2.15827646057944e+001dB,-2.23178249255102e+001°)
7.76247116628688e+002	(-1.31927260880889e+001dB,4.38054464625567e+001°)	(-7.67089446246654e+000dB,5.45292771392222e+001°)	(-2.16073888058114e+001dB,-2.39012275748512e+001°)	(-8.25420237525993e+000dB,5.71393991937656e+001°)	(-1.35240155105460e+001dB,4.51608071697166e+001°)	(-2.16148820070267e+001dB,-2.28274673246771e+001°)
7.94328234724277e+002	(-1.30544427838735e+001dB,4.37719510791925e+001°)	(-7.51223902540269e+000dB,5.42935287346050e+001°)	(-2.16408863678102e+001dB,-2.43940947795142e+001°)	(-8.09130753061203e+000dB,5.69075134135588e+001°)	(-1.33847784160165e+001dB,4.51095294456824e+001°)	(-2.16482658319273e+001dB,-2.33441022320594e+001°)
8.12830516164095e+002	(-1.29163650525441e+001dB,4.37233487433540e+001°)	(-7.35454432649528e+000dB,5.40448580519832e+001°)	(-2.16756878841223e+001dB,-2.48944830320629e+001°)	(-7.92924296737965e+000dB,5.66631452404207e+001°)	(-1.32457220711523e+001dB,4.50436477416168e+001°)	(-2.16829552441448e+001dB,-2.38677126245099e+001°)
8.31763771102666e+002	(-1.27785688645422e+001dB,4.36596938402523e+001°)	(-7.19786433723402e+000dB,5.37833989448323e+001°)	(-2.17118330935008e+001dB,-2.54023526931073e+001°)	(-7.76806087914701e+000dB,5.64063857836759e+001°)	(-1.31069220340633e+001dB,4.49631977618040e+001°)	(-2.17189898314347e+001dB,-2.43982716343121e+001°)
8.51138038202372e+002	(-1.26411298516777e+001dB,4.35810577759062e+001°)	(-7.04225283941383e+000dB,5.35092947732765e+001°)	(-2.17493620891629e+001dB,-2.59176541930607e+001°)	(-7.60781346398827e+000dB,5.61373346359810e+001°)	(-1.29684535732780e+001dB,4.48682322500622e+001°)	(-2.17564095444546e+001dB,-2.49357421950548e+001°)
8.70963589956076e+002	(-1.25041232139204e+001dB,4.34875289318933e+001°)	(-6.88776337616345e+000dB,5.32226986589248e+001°)	(-2.17883152527344e+001dB,-2.64403276864962e+001°)	(-7.44855289211753e+000dB,5.58561001603614e+001°)	(-1.28303915777638e+001dB,4.47588209488619e+001°)	(-2.17952546306105e+001dB,-2.54800767017150e+001°)
8.91250938133741e+002	(-1.23676236251656e+001dB,4.33792126067836e+001°)	(-6.73444919784880e+000dB,5.29237737297233e+001°)	(-2.18287331832345e+001dB,-2.69703027238420e+001°)	(-7.29033126855923e+000dB,5.55627997767707e+001°)	(-1.26928104659280e+001dB,4.46350505472965e+001°)	(-2.18355655629541e+001dB,-2.60312166878372e+001°)
9.12010839355905e+002	(-1.22317051378188e+001dB,4.32562309426877e+001°)	(-6.58236320285468e+000dB,5.26126933514714e+001°)	(-2.18706566211406e+001dB,-2.75074979434110e+001°)	(-7.13320059072485e+000dB,5.52575602452490e+001°)	(-1.25557840934147e+001dB,4.44970246164089e+001°)	(-2.18773829641702e+001dB,-2.65890925228058e+001°)
9.33254300796986e+002	(-1.20964410860803e+001dB,4.31187228351121e+001°)	(-6.43155787329401e+000dB,5.22896413425714e+001°)	(-2.19141263676156e+001dB,-2.80518207868460e+001°)	(-6.97721270081678e+000dB,5.49405179426201e+001°)	(-1.24193856595515e+001dB,4.43448635301200e+001°)	(-2.19207475257339e+001dB,-2.71536231322889e+001°)
9.54992586021431e+002	(-1.19619039878491e+001dB,4.29668438240982e+001°)	(-6.28208520574192e+000dB,5.19548121685302e+001°)	(-2.19591831990241e+001dB,-2.86031672411175e+001°)	(-6.82241923301659e+000dB,5.46118191295475e+001°)	(-1.22836876123324e+001dB,4.41787043697725e+001°)	(-2.19656999223627e+001dB,-2.77247157449956e+001°)
9.77237220955805e+002	(-1.18281654452142e+001dB,4.28007659644435e+001°)	(-6.13399663714267e+000dB,5.16084111127054e+001°)	(-2.20058677769102e+001dB,-2.91614216102495e+001°)	(-6.66887155545607e+000dB,5.42716202046620e+001°)	(-1.21487615518700e+001dB,4.39987008101061e+001°)	(-2.20122807219331e+001dB,-2.83022656689189e+001°)
9.99999999999994e+002	(-1.16952960435476e+001dB,4.26206776726634e+001°)	(-5.98734296608993e+000dB,5.12506544197993e+001°)	(-2.20542205536604e+001dB,-2.97264563199433e+001°)	(-6.51662070701224e+000dB,5.39200879423921e+001°)	(-1.20146781322984e+001dB,4.38050229843168e+001°)	(-2.20605302910836e+001dB,-2.88861561002428e+001°)
1.02329299228075e+003	(-1.15633652492682e+001dB,4.24267835482507e+001°)	(-5.84217426973514e+000dB,5.08817694086437e+001°)	(-2.21042816741248e+001dB,-3.02981317582409e+001°)	(-6.36571732901394e+000dB,5.35573997110644e+001°)	(-1.18815069621585e+001dB,4.35978573257301e+001°)	(-2.21104886967742e+001dB,-2.94762579680547e+001°)
1.04712854805089e+003	(-1.14324413063998e+001dB,4.22193041667386e+001°)	(-5.69853981663363e+000dB,5.05019945508983e+001°)	(-2.21560908735223e+001dB,-3.08762961552990e+001°)	(-6.21621159199618e+000dB,5.31837436678106e+001°)	(-1.17493165033509e+001dB,4.33774063835367e+001°)	(-2.21621956041268e+001dB,-3.00724298179424e+001°)
1.07151930523760e+003	(-1.13025911321056e+001dB,4.19984758420641e+001°)	(-5.55648797589423e+000dB,5.01115795124046e+001°)	(-2.22096873720092e+001dB,-3.14607855052344e+001°)	(-6.06815311768909e+000dB,5.27993189268066e+001°)	(-1.16181739688028e+001dB,4.31438886100073e+001°)	(-2.22156901709236e+001dB,-3.06745177374434e+001°)
1.09647819614318e+003	(-1.11738802114373e+001dB,4.17645503557722e+001°)	(-5.41606612305290e+000dB,4.97107851540946e+001°)	(-2.22651097663436e+001dB,-3.20514235328560e+001°)	(-5.92159089648146e+000dB,5.24043356974049e+001°)	(-1.14881452190485e+001dB,4.28975381166139e+001°)	(-2.22710109391915e+001dB,-3.12823553261681e+001°)
1.12201845430196e+003	(-1.10463724915978e+001dB,4.15177946506971e+001°)	(-5.27732054314587e+000dB,4.92998834895588e+001°)	(-2.23223959191281e+001dB,-3.26480217079008e+001°)	(-5.77657320065234e+000dB,5.19990153887773e+001°)	(-1.13592946579862e+001dB,4.26386043965542e+001°)	(-2.23281957243560e+001dB,-3.18957637132271e+001°)
1.14815362149688e+003	(-1.09201302760734e+001dB,4.12584904869003e+001°)	(-5.14029633150995e+000dB,4.88791575966205e+001°)	(-2.23815828461673e+001dB,-3.32503793091619e+001°)	(-5.63314749371926e+000dB,5.15835906777913e+001°)	(-1.12316851281298e+001dB,4.23673520112847e+001°)	(-2.23872815024970e+001dB,-3.25145516243594e+001°)
1.17489755493952e+003	(-1.07952141190449e+001dB,4.09869340578450e+001°)	(-5.00503729288792e+000dB,4.84489014805524e+001°)	(-2.24427066025216e+001dB,-3.38582835406133e+001°)	(-5.49136033630632e+000dB,5.11583055369821e+001°)	(-1.11053778057347e+001dB,4.20840602388428e+001°)	(-2.24483042962863e+001dB,-3.31385155008818e+001°)
1.20226443461741e+003	(-1.06716827205431e+001dB,4.07034355650329e+001°)	(-4.87158583946327e+000dB,4.80094198869059e+001°)	(-2.25058021678862e+001dB,-3.44715097013175e+001°)	(-5.35125728898989e+000dB,5.07234152196668e+001°)	(-1.09804320962280e+001dB,4.17890226819495e+001°)	(-2.25112990602330e+001dB,-3.37674396722575e+001°)
1.23026877081237e+003	(-1.05495928228601e+001dB,4.04083187496289e+001°)	(-4.73998288849076e+000dB,4.75610280622898e+001°)	(-2.25709033319608e+001dB,-3.50898214105379e+001°)	(-5.21288281263217e+000dB,5.02791861994734e+001°)	(-1.08569055304290e+001dB,4.14825468341597e+001°)	(-2.25762995659038e+001dB,-3.44010965837234e+001°)
1.25892541179416e+003	(-1.04289991087728e+001dB,4.01019203799400e+001°)	(-4.61026776022569e+000dB,4.71040514618525e+001°)	(-2.26380425805166e+001dB,-3.57129708890771e+001°)	(-5.07628016676392e+000dB,4.98258960618242e+001°)	(-1.07348536620896e+001dB,4.11649536026377e+001°)	(-2.26433382878186e+001dB,-3.50392470800147e+001°)
1.28824955169313e+003	(-1.03099541021715e+001dB,3.97845896940034e+001°)	(-4.48247807688607e+000dB,4.66388254026628e+001°)	(-2.27072509828901e+001dB,-3.63406992974272e+001°)	(-4.94149130662497e+000dB,4.93638333452288e+001°)	(-1.06143299673311e+001dB,4.08365767865012e+001°)	(-2.27124462907543e+001dB,-3.56816407457888e+001°)
1.31825673855640e+003	(-1.01925080717200e+001dB,3.94566877969585e+001°)	(-4.35664966340466e+000dB,4.61656946626650e+001°)	(-2.27785580816604e+001dB,-3.69727371308467e+001°)	(-4.80855677951498e+000dB,4.88932973305922e+001°)	(-1.04953857465830e+001dB,4.04977625100769e+001°)	(-2.27836531192088e+001dB,-3.63280163028850e+001°)
1.34896288259165e+003	(-1.00767089381933e+001dB,3.91185870133388e+001°)	(-4.23281645074451e+000dB,4.56850130253844e+001°)	(-2.28519917852794e+001dB,-3.76088046709885e+001°)	(-4.67751562114545e+000dB,4.84145977771395e+001°)	(-1.03780700296662e+001dB,4.01488686108502e+001°)	(-2.28569866897970e+001dB,-3.69781020640642e+001°)
1.38038426460288e+003	(-9.96260218615606e+000dB,3.87706701948945e+001°)	(-4.11101038255877e+000dB,4.51971427710846e+001°)	(-2.29275782644302e+001dB,-3.82486124931882e+001°)	(-4.54840525271717e+000dB,4.79280546039866e+001°)	(-1.02624294846746e+001dB,3.97902639823577e+001°)	(-2.29324731873507e+001dB,-3.76316164423563e+001°)
1.41253754462275e+003	(-9.85023078065061e+000dB,3.84133299850627e+001°)	(-3.99126132597414e+000dB,4.47024541156130e+001°)	(-2.30053418528878e+001dB,-3.88918620279933e+001°)	(-4.42126137947357e+000dB,4.74339975168521e+001°)	(-1.01485083313301e+001dB,3.94223278727657e+001°)	(-2.30101369655008e+001dB,-3.82882685146200e+001°)
1.44543977074592e+003	(-9.73963508955803e+000dB,3.80469680417105e+001°)	(-3.87359698726670e+000dB,4.42013245987148e+001°)	(-2.30853049536451e+001dB,-3.95382461749825e+001°)	(-4.29611789149956e+000dB,4.69327655798936e+001°)	(-1.00363482594815e+001dB,3.90454491403838e+001°)	(-2.30900004524995e+001dB,-3.89477586373830e+001°)
1.47910838816820e+003	(-9.63085281228426e+000dB,3.76719942202906e+001°)	(-3.75804283317852e+000dB,4.36941384241332e+001°)	(-2.31674879510431e+001dB,-4.01874499663917e+001°)	(-4.17300676754638e+000dB,4.64247067331687e+001°)	(-9.92598835341465e+000dB,3.86600254678774e+001°)	(-2.31720840630274e+001dB,-3.96097791125010e+001°)
1.51356124843620e+003	(-9.52391891539824e+000dB,3.72888257200568e+001°)	(-3.64462201859336e+000dB,4.31812857543484e+001°)	(-2.32519091296173e+001dB,-4.08391512775419e+001°)	(-4.05195798266518e+000dB,4.59101772567497e+001°)	(-9.81746502262484e+000dB,3.82664625374635e+001°)	(-2.32564061166954e+001dB,-4.02740148996503e+001°)
1.54881661891247e+003	(-9.41886557581676e+000dB,3.68978861964812e+001°)	(-3.53335532125013e+000dB,4.26631619633158e+001°)	(-2.33385846003289e+001dB,-4.14930215805612e+001°)	(-3.93299942042529e+000dB,4.53895411830598e+001°)	(-9.71081193967347e+000dB,3.78651731698751e+001°)	(-2.33429827639126e+001dB,-4.09401443721673e+001°)
1.58489319246110e+003	(-9.31572213208751e+000dB,3.64996048434825e+001°)	(-3.42426108412410e+000dB,4.21401668510511e+001°)	(-2.34275282348014e+001dB,-4.21487267374166e+001°)	(-3.81615679047665e+000dB,4.48631696595417e+001°)	(-9.60605998571685e+000dB,3.74565764303738e+001°)	(-2.34318279197421e+001dB,-4.16078401122661e+001°)
1.62181009735892e+003	(-9.21451504427012e+000dB,3.60944154495153e+001°)	(-3.31735516604771e+000dB,4.16127038243601e+001°)	(-2.35187516081250e+001dB,-4.28059278278310e+001°)	(-3.70145355219000e+000dB,4.43314402643036e+001°)	(-9.50323720424830e+000dB,3.70410967055508e+001°)	(-2.35229532063098e+001dB,-4.22767697412286e+001°)
1.65958690743755e+003	(-9.11526786285451e+000dB,3.56827554319638e+001°)	(-3.21265090107733e+000dB,4.10811790484156e+001°)	(-2.36122639507241e+001dB,-4.34642820072603e+001°)	(-3.58891084507271e+000dB,4.37947362779053e+001°)	(-9.40236876354002e+000dB,3.66191627550854e+001°)	(-2.36163679042624e+001dB,-4.29465967797574e+001°)
1.69824365246173e+003	(-9.01800120708805e+000dB,3.52650648546374e+001°)	(-3.11015906703863e+000dB,4.05460005742448e+001°)	(-2.37080721097096e+001dB,-4.41234433897601e+001°)	(-3.47854742661317e+000dB,4.32534459149472e+001°)	(-9.30347692820849e+000dB,3.61912067430148e+001°)	(-2.37120789137013e+001dB,-4.36169815333322e+001°)
1.73780082874936e+003	(-8.92273275300828e+000dB,3.48417854334568e+001°)	(-3.00988786360370e+000dB,4.00075774474855e+001°)	(-2.38061805200590e+001dB,-4.47830639502773e+001°)	(-3.37037961815231e+000dB,4.27079615195881e+001°)	(-9.20658104025677e+000dB,3.57576632534065e+001°)	(-2.38100907249350e+001dB,-4.42875819971174e+001°)
1.77827941003891e+003	(-8.82947723139793e+000dB,3.44133595356571e+001°)	(-2.91184290016825e+000dB,3.94663188040136e+001°)	(-2.39065911858796e+001dB,-4.54427944406725e+001°)	(-3.26442125931871e+000dB,4.21586787295436e+001°)	(-9.11169750987034e+000dB,3.53189682956013e+001°)	(-2.39104053993121e+001dB,-4.49580547747367e+001°)
1.81970085860997e+003	(-8.73824643579459e+000dB,3.39802291780035e+001°)	(-2.81602719370801e+000dB,3.89226329582111e+001°)	(-2.40093036719243e+001dB,-4.61022853136168e+001°)	(-3.16068367149278e+000dB,4.16059956134960e+001°)	(-9.01883981616169e+000dB,3.48755583044128e+001°)	(-2.40130225603036e+001dB,-4.56280560050613e+001°)
1.86208713666286e+003	(-8.64904924059995e+000dB,3.35428350296175e+001°)	(-2.72244117670215e+000dB,3.83769264897486e+001°)	(-2.41143151054351e+001dB,-4.67611876484099e+001°)	(-3.05917563068897e+000dB,4.10503117871711e+001°)	(-8.92801851797285e+000dB,3.44278691408216e+001°)	(-2.41179393949158e+001dB,-4.62972422910657e+001°)
1.90546071796323e+003	(-8.56189162924518e+000dB,3.31016154250427e+001°)	(-2.63108271511858e+000dB,3.78296033347870e+001°)	(-2.42216201882980e+001dB,-4.74191540727460e+001°)	(-2.95990335016176e+000dB,4.04920275136019e+001°)	(-8.83924127475746e+000dB,3.39763350987831e+001°)	(-2.42251506654192e+001dB,-4.69652716247769e+001°)
1.94984459975803e+003	(-8.47677673227957e+000dB,3.26570053931423e+001°)	(-2.54194713636333e+000dB,3.72810638874601e+001°)	(-2.43312112194008e+001dB,-4.80758396744999e+001°)	(-2.86287047295367e+000dB,3.99315427933005e+001°)	(-8.75251287747428e+000dB,3.35213879237790e+001°)	(-2.43346487312878e+001dB,-4.76318043023881e+001°)
1.99526231496887e+003	(-8.39370487516286e+000dB,3.22094357073102e+001°)	(-2.45502726700527e+000dB,3.67317041173910e+001°)	(-2.44430781269923e+001dB,-4.87309028977278e+001°)	(-2.76807807451335e+000dB,3.93692564501915e+001°)	(-8.66783528933597e+000dB,3.30634558486857e+001°)	(-2.44464235811526e+001dB,-4.82965038237272e+001°)
